County;Income_Ratio;Single_Parent_Households;Association_Rate;Violent_Crime_Rate;Injury_Death_Rate;Presence_of_violation;Severe_Housing_Problems;Drive_Alone
Deuel_Nebraska;3.6334523956;24.011299435;32.034169781;0;147.02933904;No;9.1463414634;75.659229209
Dixon_Nebraska;3.4716681514;22.513812155;24.297119056;27.731558514;65.639466593;Yes;10.195227766;81.420199931
Dodge_Nebraska;3.6742336437;33.551478322;13.874908181;196.75894297;80.139999673;No;9.5632031767;83.157602664
Douglas_Nebraska;4.6173888756;32.522789848;10.378471878;486.48732443;53.254629567;Yes;16.195933634;82.770371001
Dundy_Nebraska;3.3309885381;33.808553971;21.8459858;33.400133601;124.07497674;No;5;84.75877193
Fillmore_Nebraska;4.2921949116;22.180801491;29.72027972;17.985611511;109.61810467;No;7.0993914807;81.163533168
Franklin_Nebraska;3.4881988095;26.5625;16.589250166;33.400133601;118.81188119;No;7.0921985816;82.543978349
Frontier_Nebraska;3.2612974335;23.326959847;26.707363602;142.19694277;73.109131995;No;10.138248848;76.456111567
Furnas_Nebraska;3.9561778123;18.579234973;20.889910173;62.034739454;78.570837813;No;13.846153846;75.032010243
Gage_Nebraska;3.9327969511;20.77020202;18.349465572;436.78837848;89.132292538;No;10.064935065;78.937294933
Garden_Nebraska;4.0694750984;9.217877095;46.632124352;84.504719898;127.59984688;No;8.875739645;71.763392857
Garfield_Nebraska;4.8321393144;23.056994819;39.781203381;49.431537321;99.078569305;No;8.2872928177;72.587268994
Gosper_Nebraska;3.4623755194;23.425692695;20.29426687;76.647930506;118.71784725;No;3.0379746835;82.839173405
Grant_Nebraska;4.7490511029;14.285714286;31.20124805;132.2926313;161.89088554;No;9.6666666667;63.313609467
Greeley_Nebraska;3.9794835515;21.663778163;16.673614006;59.375163718;90.326818854;No;9.5477386935;70.351328192
Hall_Nebraska;4.1993777437;38.913308913;14.099343651;288.29412479;46.887820889;No;16.113215957;81.215663728
Hamilton_Nebraska;3.2146976634;19.305367614;21.772262138;202.05329838;58.913375518;Yes;8.7671232877;81.344856661
Harlan_Nebraska;4.1564369056;16.450777202;11.517420098;220.0440088;80.584815518;No;5.7877813505;78.869621066
Hayes_Nebraska;3.6232873595;6.2176165803;11.148272018;323.97408207;266.79602231;No;9.375;75.751503006
Hitchcock_Nebraska;3.8975876648;29.146537842;10.619469027;121.80267966;139.71358715;No;10.820895522;78.927203065
Holt_Nebraska;3.8554751935;18.682684341;21.463414634;77.167936722;71.681810256;No;10.619469027;73.369272237
Hooker_Nebraska;3.1996086106;26.213592233;70.621468927;0;67.626969635;No;9.6774193548;65.551839465
Howard_Nebraska;3.6203026433;16.492829205;13.999066729;63.005864392;56.264066017;No;9.765625;75.813382443
Jefferson_Nebraska;3.9047054172;36.960721185;26.473456876;779.98924153;98.595020951;Yes;6.994047619;77.005789909
Johnson_Nebraska;4.1780906333;26.104830421;17.4047573;116.86793923;119.88552866;No;11.405835544;76.094614997
Kearney_Nebraska;3.9707328315;21.032745592;22.893772894;98.739176667;97.385799933;No;10.307414105;79.494712103
Keith_Nebraska;4.603960396;38.574938575;19.955101023;105.74112086;79.2000792;No;8.066581306;79.322285432
Keya Paha_Nebraska;2.9738396624;13.793103448;12.642225032;0;161.89088554;No;11.594202899;55.971896956
Kimball_Nebraska;3.9706957967;39.247943596;19.026909486;218.10250818;92.381262906;No;12.063492063;76.682408501
Knox_Nebraska;4.0557278408;21.010901883;19.83432505;52.761167781;110.24323881;Yes;9.5558546433;78.865856564
Lancaster_Nebraska;4.3556343705;28.724487601;12.756873371;325.95538506;45.707365621;Yes;14.29482004;81.827942639
Lincoln_Nebraska;4.129038931;27.066508314;17.158931083;273.99175229;70.646810801;Yes;11.892071952;85.213939642
Logan_Nebraska;3.4513027172;10.810810811;25.906735751;214.13276231;161.89088554;No;17.808219178;66.438356164
Loup_Nebraska;3.344970582;13.461538462;0;0;170.12063099;No;5.3846153846;57.303370787
McPherson_Nebraska;6.88675;9.2783505155;0;0;145.90020426;No;7.1794871795;47.085201794
Madison_Nebraska;4.3282474804;32.299801842;18.849064687;142.00107921;67.748363222;No;11.138878972;80.077691454
Merrick_Nebraska;3.671166075;22.640416908;20.439448135;64.416387529;61.436068092;No;6.015037594;82.312081369
Morrill_Nebraska;3.3686734365;30.487804878;25.067892208;58.602906704;98.981317276;Yes;9.595959596;73.229342327
Nance_Nebraska;4.898827524;18.486352357;13.982102908;29.806259314;105.72589171;No;8.7096774194;80.874929893
Nemaha_Nebraska;4.4698586796;24.203389831;24.386745087;99.002899371;82.157629327;Yes;10.260869565;78.066037736
Nuckolls_Nebraska;3.9907443116;26.210153483;37.514654162;65.64264146;83.13703755;No;7.9710144928;76.86398554
Otoe_Nebraska;3.9347407379;25.323475046;20.521111871;74.985940136;66.548637009;Yes;12.412723041;82.246149994
Pawnee_Nebraska;4.6381490449;26.203208556;11.312217195;18.758206715;134.70029185;No;10.317460317;73.803526448
Perkins_Nebraska;3.9770478829;9.3567251462;37.95721187;34.234851078;64.381933439;No;7.2289156627;79.082696317
Phelps_Nebraska;4.1344161184;13.983440662;29.138786963;97.097853059;67.359089131;No;7.6407506702;82.955517536
Pierce_Nebraska;3.704698741;14.366837024;20.952647018;73.800738007;58.565970382;Yes;9.3537414966;80.515521064
Platte_Nebraska;3.7992309485;25.609467456;12.781108305;102.25260973;55.469540517;Yes;12.27863046;78.760757315
Polk_Nebraska;3.6242046704;17.023026316;26.907553335;9.6024582293;83.717036417;No;5.504587156;79.003690037
Red Willow_Nebraska;4.5921338658;32.138442522;18.653236337;96.418732782;72.019500665;No;9.7849462366;82.323788546
Richardson_Nebraska;4.6845539855;27.240143369;26.054590571;37.364553494;74.301565286;No;13.430851064;83.166794773
Rock_Nebraska;3.2701097839;7.3913043478;28.776978417;0;199.39275842;Yes;6.3768115942;71.753681392
Saline_Nebraska;3.358407792;17.352773013;14.653548252;236.46416525;69.713616464;No;11.067580803;77.548933684
Sarpy_Nebraska;3.4661472327;23.188018187;6.9264843065;84.643599148;35.320470605;Yes;10.2121481;87.435889234
Saunders_Nebraska;3.645655986;22.675086108;16.161232056;61.915081085;67.645461561;No;9.8696461825;84.131352045
Scotts Bluff_Nebraska;4.1111010993;44.343637993;16.473559936;204.78294411;67.449371843;No;13.690274483;83.855463547
Seward_Nebraska;3.9767191977;17.902168432;20.828511919;56.644009063;47.788889666;No;9.6850393701;80.620155039
Sheridan_Nebraska;3.7821559521;37.542662116;32.479938861;190.96985404;106.65447758;No;10.17699115;69.082498072
Sherman_Nebraska;3.6388055919;25.117739403;29.469548134;48.575129534;71.377587438;No;8.7272727273;75.357385977
Sioux_Nebraska;4.4678929607;21.513944223;8.0515297907;59.31198102;170.12063099;No;17.272727273;55.454545455
Stanton_Nebraska;3.8058102245;25.111821086;13.458950202;58.16852252;49.881946061;No;9.8924731183;82.090503505
Thayer_Nebraska;4;13.947128532;27.445598902;116.12154055;77.736318408;Yes;9.6153846154;79.627379506
Thomas_Nebraska;4.2184321291;14.ápr;55.865921788;0;170.12063099;No;8;60.893854749
Thurston_Nebraska;4.9114470842;54.876099121;8.4186894907;61.685557869;138.89676286;No;20.623501199;74.970249901
Valley_Nebraska;4.6081121986;16.593886463;19.120458891;96.922704143;95.492742552;No;8.7071240106;73.895759717
Washington_Nebraska;3.8517436321;19.184505607;8.7365917585;71.688131906;51.933799104;No;9.2097075296;84.1369606
Wayne_Nebraska;4.3950638592;19.356597601;16.017084891;43.243243243;25.590719099;No;11.714285714;78.912820513
Webster_Nebraska;4.6630324544;22.493887531;16.652789342;110.42097999;116.03492099;No;9.6774193548;75.818939845
Wheeler_Nebraska;2.6312305554;22.077922078;12.886597938;202.7027027;170.12063099;No;12.820512821;75
York_Nebraska;4.1298181211;22.526041667;23.923444976;21.598272138;89.587608011;No;7.404103479;80.909351692
Churchill_Nevada;4.5588995569;31.821454284;10.744689644;211.3026185;96.121975472;Yes;15.883905013;81.287379625
Clark_Nevada;4.2125298668;38.29861765;3.4049833369;757.03947239;68.661900723;Yes;21.194155526;78.905066917
Douglas_Nevada;3.7625938197;28.814560927;7.7051228655;151.68316003;81.694896792;Yes;16.076845298;79.465513853
Elko_Nevada;3.8811028316;27.789707003;5.7506517405;403.76345096;74.837152828;Yes;9.6354902515;60.7261229
Esmeralda_Nevada;3.6526585329;32.673267327;0;117.8550383;266.79602231;No;19.587628866;64.494382022
Eureka_Nevada;10.099959465;12.315270936;0;337.75633293;88.816014211;No;14.379084967;53.42920354
Humboldt_Nevada;3.9521789302;31.073811061;11.875074219;326.76928369;83.207350373;Yes;12.764227642;64.272007676
Lander_Nevada;3.9891553702;39.82630273;12.276394248;619.78348897;105.66140632;No;4.6808510638;57.555305587
Lincoln_Nevada;3.4755324544;12.66874351;3.9564787339;39.001560062;97.113778503;No;10.079575597;79.022171688
Lyon_Nevada;3.8926949202;30.923238328;5.8293687358;270.0716692;102.57111597;No;17.490396927;79.740837443
Mineral_Nevada;5.5662357609;73.568281938;4.495392223;135.22650439;111.12098853;No;14.824120603;77.043269231
Nye_Nevada;3.9709017003;26.722138862;6.2179029547;166.5446127;118.78088885;Yes;14.806312769;72.91710315
Pershing_Nevada;4.9528861154;30.188679245;3.0487804878;712.60652366;102.17267182;No;14.148681055;74.420803783
Storey_Nevada;2.8016433161;42.465753425;2.4685262898;891.51180311;65.333199317;No;11.898016997;82.816901408
Washoe_Nevada;4.5564744896;32.278210196;6.172621777;438.61610637;82.64296405;Yes;21.497490156;77.84154866
White Pine_Nevada;3.9719140902;22.216748768;3.0985333609;220.51821781;107.77615097;No;6.2794348509;77.819332566
Carson City_Nevada;4.6019100862;40.113708149;9.1337547039;291.08472678;114.81603756;No;19.171104422;79.966562173
Belknap_New Hampshire;4.1105878187;32.437433909;12.175257902;238.69108088;89.861210682;Yes;15.348648099;81.782342223
Carroll_New Hampshire;4.2516283193;31.193490054;12.053543107;181.4903147;104.82621582;Yes;15.609526055;82.026404395
Cheshire_New Hampshire;4.2407283333;32.88531775;10.161796922;187.30609281;79.92260127;Yes;17.313968668;76.698067694
Coos_New Hampshire;4.2463739901;39.420510865;13.109023378;158.66981803;114.17037247;Yes;15.88028169;79.020783931
Grafton_New Hampshire;4.4508202862;29.38830686;13.500135001;166.82952406;74.964028455;Yes;14.642500357;73.686582975
Hillsborough_New Hampshire;4.2358481939;28.607353249;9.2456120129;273.06590869;81.640481876;Yes;15.952580375;81.462566857
Merrimack_New Hampshire;4.0658318311;26.514385353;14.335518434;157.63524344;77.046601028;Yes;14.972224672;81.064136126
Rockingham_New Hampshire;3.8774709447;22.437280709;9.5300592578;117.1787026;69.616039747;Yes;14.018375037;83.816504547
Strafford_New Hampshire;4.332353462;27.868304504;8.2399472643;235.77068532;87.668999768;Yes;18.292682927;78.912891137
Sullivan_New Hampshire;4.0815848998;36.057163796;8.6038508046;175.22899243;76.231203663;Yes;14.29391504;80.345153664
Atlantic_New Jersey;5.1664762742;41.408646432;8.6349731172;373.1873109;79.85659483;Yes;25.702219603;77.113410298
Bergen_New Jersey;5.0021846741;18.959408897;9.6150672256;84.250499119;38.228690387;Yes;21.999701982;68.745212195
Burlington_New Jersey;4.0397157079;26.258490446;8.4356442695;162.75354558;61.147364704;Yes;16.336693793;83.11676066
Camden_New Jersey;5.4290570313;41.03186128;8.3504851514;464.90041066;77.239596132;No;20.9161741;76.75595692
Cape May_New Jersey;4.5967550607;27.64649144;13.343217198;235.92623479;88.194771189;No;20.836426627;79.336479336
Cumberland_New Jersey;5.1229791561;50.049927882;9.3629914758;516.27564574;81.0904738;Yes;22.384355767;81.740447572
Essex_New Jersey;6.6502796585;43.537171086;8.1564635582;606.18997605;59.981128011;Yes;29.573691497;61.771185882
Gloucester_New Jersey;4.2550010221;26.175362935;7.7309889508;115.52068542;71.025115442;Yes;15.7140117;85.582624748
Hudson_New Jersey;6.1388183963;41.383960616;4.7051327246;341.7111839;38.086950285;No;28.91199391;37.048813011
Hunterdon_New Jersey;4.2473595181;15.211492418;10.346818955;42.286840415;44.778022118;No;15.756929638;80.685661339
Mercer_New Jersey;5.3753783039;32.424041363;11.400910456;375.28864469;53.574166064;Yes;19.165804895;71.106991525
Middlesex_New Jersey;4.4748354459;24.728214734;6.7616563908;148.55705318;42.331712927;Yes;20.412323619;72.935584404
Monmouth_New Jersey;5.1138588357;22.340728412;8.7082125635;149.57254746;51.8812445;No;20.169022543;75.761851931
Morris_New Jersey;4.3161196911;15.003265178;10.332588986;63.485906129;40.332448316;Yes;16.607901385;79.199253311
Ocean_New Jersey;4.6635964912;20.450069509;7.2574207127;99.252412089;65.855600575;Yes;20.485853615;82.770534049
Passaic_New Jersey;5.8617422581;38.305463928;7.4417505832;382.03689452;45.718846377;No;31.911728242;70.741860286
Salem_New Jersey;5.0115485564;42.199654278;13.241692414;266.00502454;79.615597164;Yes;17.970835901;83.793222683
Somerset_New Jersey;4.5157065229;16.979130758;9.7377985384;64.202760719;41.596888337;No;16.969827586;78.307069834
Sussex_New Jersey;3.8437931374;19.080551936;9.0512341954;54.26426698;57.597756192;Yes;17.408231368;83.80365606
Union_New Jersey;5.2450966992;33.235435835;8.5308568652;356.53325539;42.319421229;No;27.530549214;68.560506925
Warren_New Jersey;4.3124536465;24.446042519;9.1917799225;70.825515947;63.975457368;No;16.812672507;80.864761976
Bernalillo_New Mexico;5.0196616818;39.809629351;7.7848831455;944.83551575;97.627850326;Yes;19.134348767;80.222643677
Catron_New Mexico;2.756920608;35.946462715;8.5518814139;158.1823411;175.00282263;No;6.4981949458;58.079096045
Chaves_New Mexico;4.9562982005;39.33379358;9.8036212126;622.07923887;101.33907995;Yes;15.841161401;80.935676974
Cibola_New Mexico;5.2596810934;58.333333333;6.5485502237;543.13919777;111.47536174;Yes;19.390743995;69.697293828
Colfax_New Mexico;5.6335497509;54.995693368;16.322533257;273.50710704;127.76491256;Yes;16.952209197;75.356063876
Curry_New Mexico;4.8089547118;39.975909057;13.126491647;407.38621792;82.917752731;Yes;17.015418502;83.643306379
De Baca_New Mexico;6.2745098039;36.721991701;27.886224205;218.459858;152.47222827;Yes;6.7307692308;70.666666667
Dona Ana_New Mexico;5.3101210533;37.317957779;6.1155797896;282.71952821;72.254267809;Yes;18.77340824;81.147005117
Eddy_New Mexico;4.4069108838;38.893420337;10.933513823;567.4680909;107.37092607;Yes;14.001937984;86.008859019
Grant_New Mexico;4.67519441;41.833810888;10.608203678;289.97747748;120.27972028;Yes;13.591022444;84.042044912
Guadalupe_New Mexico;3.9201039298;40.0243309;6.8555758684;511.53802433;117.14350079;No;8.8235294118;81.831610044
Harding_New Mexico;4.2102272727;39.603960396;30.07518797;0;145.90020426;No;12.631578947;50
Hidalgo_New Mexico;5.0407492355;32.03125;6.9735006974;504.54086781;166.33698975;Yes;13.114754098;79.655808236
Lea_New Mexico;4.531637957;29.91809168;10.322728641;438.84524856;88.857192975;No;13.03030303;84.147501145
Lincoln_New Mexico;5.2305914191;20.85650723;20.073086623;379.55196942;127.4794758;Yes;18.867924528;72.259636051
Los Alamos_New Mexico;3.5619538692;16.875;16.531658125;178.11704835;72.102052135;No;9.455022981;76.493362832
Luna_New Mexico;5.2228323443;44.428882664;8.5889570552;700.97767939;98.056840282;Yes;17.025981205;79.157513891
McKinley_New Mexico;7.4049621094;52.536198038;5.3388145162;710.1548164;149.08463648;Yes;29.105691057;74.819166192
Mora_New Mexico;5.5088089016;40.190249703;6.6607460036;119.93022242;148.16751645;Yes;19.033232628;78.714859438
Otero_New Mexico;4.4630180003;35.639754793;9.3257911634;354.53032473;93.47598893;Yes;14.723278411;78.497550354
Quay_New Mexico;3.9201008192;53.283100108;22.713687986;479.58825594;115.86937501;No;7.9222720478;75.845896147
Rio Arriba_New Mexico;7.1741223103;55.489425019;6.2437562438;602.15815507;178.32585271;Yes;16.314639476;85.053850099
Roosevelt_New Mexico;5.8519138408;34.885745375;12.053243895;478.14780639;77.688004972;Yes;20.868347339;75.477013702
Sandoval_New Mexico;4.449990002;32.134013545;4.8582995951;245.96825168;80.359943791;Yes;17.097851033;81.495800332
San Juan_New Mexico;4.8939913298;41.476506214;8.0814049479;744.35520282;126.6713582;Yes;17.456021651;84.050352746
San Miguel_New Mexico;6.2896911273;54.583258;5.4034582133;479.91690991;119.0688389;Yes;20.759962929;74.074882655
Santa Fe_New Mexico;4.7710823645;41.259736103;8.9471311999;325.88109216;96.133880923;Yes;19.671461262;78.008557546
Sierra_New Mexico;4.579839496;51.289083928;14.29720311;531.81900126;175.26466735;No;13.776015857;82.993197279
Socorro_New Mexico;5.7344860429;53.317901235;5.8730251953;515.09100906;117.47601047;No;13.852376138;70.661371093
Taos_New Mexico;5.9967090158;46.643913538;10.887645547;416.67300293;127.96720158;Yes;21.172022684;69.934052758
Torrance_New Mexico;5.3178576735;40.236686391;6.5350934518;396.49008775;121.10124837;Yes;20.94972067;78.716536928
Union_New Mexico;3.84886676;38.028169014;19.125029883;130.36264518;84.75374329;No;8.9743589744;75.475409836
Valencia_New Mexico;4.6219431227;36.388949552;6.4792531669;917.35837825;103.31994391;Yes;18.797692165;80.69110022
Albany_New York;4.8607392996;34.993426242;14.537989807;348.21844179;44.200900221;Yes;15.52855407;76.981893927
Allegany_New York;4.1164128763;32.48682824;16.781018332;195.02941427;53.102268225;Yes;14.711512168;75.054571298
Bronx_New York;6.5520387117;61.212752657;2.5416975792;586.05761611;42.684180165;Yes;39.414312229;22.99766149
Broome_New York;4.9348340014;38.635879974;12.184258757;314.95458616;70.275789124;No;16.194869203;80.449006824
Cattaraugus_New York;4.4082368856;35.47303169;15.062373676;197.20040087;68.128440038;No;15.078236131;82.386105301
Cayuga_New York;4.2962229989;38.290852633;10.788456352;241.44125779;59.941028231;Yes;12.221504682;82.549573502
Chautauqua_New York;4.7050043898;37.034947147;17.451198419;271.38336813;65.855618814;No;16.238677748;80.957425435
Chemung_New York;4.7694998084;38.245158498;12.163758949;192.94740036;73.065487816;No;13.834778899;82.435420374
Chenango_New York;4.4146006186;33.559822747;12.145165607;183.39412319;59.373912331;No;13.976578411;77.224884879
Clinton_New York;4.5310750023;36.957879398;8.5108482479;157.25500595;55.592863451;No;14.169278997;79.073550818
Columbia_New York;4.2509619012;33.764195365;10.329731591;145.53647045;68.300012684;No;14.761244304;76.93284376
Cortland_New York;4.1930439241;33.00908605;11.649677554;89.542293116;58.592944089;No;15.026484527;76.976675022
Delaware_New York;4.7322801474;40.607524148;14.498165762;193.05876087;67.426483383;Yes;17.886812046;75.898965996
Dutchess_New York;4.5102483185;26.054434816;7.8105632774;203.66598778;59.623197615;Yes;21.42455746;75.638142916
Erie_New York;5.0826356369;37.511740826;10.053786673;427.52334492;67.369883645;Yes;15.188914574;81.488979063
Essex_New York;3.8944181352;35.283884232;15.222298042;166.76003492;59.382113482;Yes;15.225933202;79.060104173
Franklin_New York;5.1864953527;40.250356198;10.315618243;183.45743689;57.224606581;Yes;14.778067885;76.059965999
Fulton_New York;4.2765302427;42.251299183;9.4746228729;204.07216734;57.694868115;No;15.327648115;83.152242844
Genesee_New York;4.1781124833;30.2537901;12.824458808;219.98742929;60.546071138;Yes;12.322472849;83.38621387
Greene_New York;4.4491485437;29.186238416;10.31405237;225.00426548;73.632465223;Yes;17.521973348;83.34351145
Hamilton_New York;4.0740888889;28.854961832;26.42007926;74.286320705;64.580014638;No;14.181818182;79.104477612
Herkimer_New York;4.3115859449;37.925495296;11.658920671;210.88572002;56.35086964;Yes;12.05510907;80.812390205
Jefferson_New York;4.0556283866;31.199886468;10.701191165;212.6354006;60.400215593;Yes;14.761313621;75.67155861
Kings_New York;6.7521270562;36.999051812;4.9179392579;586.18548775;33.773598674;Yes;34.824557167;18.35307071
Lewis_New York;3.9349466249;25.16307893;16.75041876;131.55700495;71.989431655;Yes;11.812144213;79.357051007
Livingston_New York;4.5046516804;33.708540986;12.450005447;122.64985794;51.542550549;Yes;15.067079463;81.199694699
Madison_New York;4.2389553523;27.689706193;9.9538757027;151.42316844;55.169492942;Yes;11.73449981;81.637980755
Monroe_New York;4.8994022127;40.541960477;8.8401248049;326.25708471;63.988343225;No;16.926592497;81.010999794
Montgomery_New York;4.7906529424;41.130481668;9.5381118597;142.33654011;60.11652115;No;17.681678608;80.495327103
Nassau_New York;4.5442305041;19.243199569;7.969151671;143.66338688;42.568597399;Yes;22.265341322;68.888188308
New York_New York;9.1483626745;39.837261267;12.994803295;586.40744787;34.605715165;Yes;24.688174622;5.982912714
Niagara_New York;4.6685564159;39.370849353;10.389217881;394.56884814;65.819661649;No;13.44456466;86.927182999
Oneida_New York;4.6673010134;41.049166838;11.548942428;283.32335058;66.122647179;Yes;15.322802576;82.131346491
Onondaga_New York;4.9004334634;39.078499995;10.381943998;317.56761816;67.832501226;Yes;15.094237435;79.626542029
Ontario_New York;4.1719632257;30.400673699;9.5604035401;153.29848006;56.011881087;Yes;13.525423729;82.873217323
Orange_New York;4.6894934646;23.538060134;7.6474776509;244.91293757;52.83550546;Yes;22.858625369;74.606132669
Orleans_New York;4.1516550482;37.698266322;12.576790983;171.85434443;54.773458896;No;16.734311583;79.918806107
Oswego_New York;4.3024310755;40.340638399;10.001092556;211.60494856;70.03630215;Yes;15.728476821;81.412969943
Otsego_New York;4.4400896861;30.879076362;12.812619598;148.05919077;59.939796732;Yes;16.945208377;74.239197141
Putnam_New York;4.1038631321;15.110678667;7.3811931244;48.435132991;49.557108524;No;19.316515107;75.407001014
Queens_New York;4.8932193914;32.414826243;4.6934190122;597.78332448;31.480337323;Yes;32.549366229;31.820003548
Rensselaer_New York;4.5413041834;34.771324577;8.4962828762;304.98581425;50.390747108;Yes;14.910552447;80.689830724
Richmond_New York;5.6574937632;27.266041376;4.4326334254;597.89466553;46.129285741;Yes;24.263353138;56.068938826
Rockland_New York;5.3932653692;17.274045972;10.12913887;121.34989065;35.78336676;Yes;27.124133394;70.326799174
St. Lawrence_New York;4.6926187021;34.554571738;10.360057435;145.99568116;52.704632051;Yes;15.922798552;77.117563904
Saratoga_New York;3.8879808651;24.289016606;7.7514941445;102.61570308;44.701344662;Yes;11.949510676;83.207923173
Schenectady_New York;4.6356595401;34.386500314;8.0231376939;429.4926941;56.071875121;No;15.873854827;81.379194912
Schoharie_New York;4.2684572638;38.805970149;8.6215154708;89.526946012;49.531042628;Yes;15.350523771;78.80683885
Schuyler_New York;4.5587649402;37.012802276;11.602850986;71.09458314;63.579759712;No;13.858165257;78.119237861
Seneca_New York;4.1967319977;27.983181093;11.789401041;201.35665834;73.394074575;Yes;13.384955752;79.756338492
Steuben_New York;4.360235681;32.827064112;11.553538271;177.54082927;58.209126535;Yes;13.078421822;79.518611943
Suffolk_New York;4.3947524421;23.216047656;6.5657990209;124.03918075;61.403271023;No;22.995848942;79.660425869
Sullivan_New York;4.7952900211;34.867223303;12.031924707;261.17121667;77.295504419;Yes;20.401337793;81.106786364
Tioga_New York;4.5070271607;30.633670791;13.535684988;115.22833404;61.562388621;No;10.593860091;83.576739246
Tompkins_New York;5.6290241701;33.631070531;10.298366565;122.75704654;54.120522387;Yes;20.163806552;61.296182894
Ulster_New York;4.7479910892;33.824769639;9.7084670107;173.88207735;62.206463252;Yes;20.892407341;78.007714516
Warren_New York;4.1236696548;33.665856317;12.390230303;138.31258645;50.602134546;No;16.461366181;82.236945891
Washington_New York;4.0570934256;38.089214942;10.67961165;141.08895017;57.213570545;Yes;16.009903033;81.402079537
Wayne_New York;3.8211638973;33.411238695;11.013458446;178.44338254;57.931348073;No;12.37834133;84.581799301
Westchester_New York;6.1047383091;25.787077578;8.5065600046;220.6061664;40.224782653;Yes;24.72467202;57.56005974
Wyoming_New York;3.8822704975;33.196568445;16.180039715;110.99591389;64.872985523;Yes;8.9325308838;83.641734478
Yates_New York;4.6241604688;25.535360806;14.444489026;76.047149233;57.466677309;Yes;16.401028278;67.729372339
Alamance_North Carolina;4.5818967684;38.686826263;10.332648665;381.79810085;76.025426141;No;16.849459745;85.124774607
Alexander_North Carolina;4.5732060496;28.453689168;16.832318051;192.54850741;82.635315329;No;13.733431517;84.909306239
Alleghany_North Carolina;4.3635613208;32;14.749262537;140.20329478;97.187075953;No;13.20754717;82.173609495
Anson_North Carolina;5.085930248;41.902313625;10.21691292;427.55011448;82.732353033;Yes;16.771819138;85.926819461
Ashe_North Carolina;4.7756496279;35.625657203;12.256722627;81.246768594;75.456065336;Yes;13.406873144;79.932289463
Avery_North Carolina;4.4411497902;33.891850724;19.981730989;173.82235355;80.474231244;No;11.323529412;78.606890326
Beaufort_North Carolina;5.2362381154;37.309929585;13.887135463;297.6348658;104.08151226;Yes;14.771806643;87.175281731
Bertie_North Carolina;4.7683661475;53.814262023;26.69487257;168.93595562;90.246372597;No;19.83805668;80.697836706
Bladen_North Carolina;5.7531532988;50.979850952;13.040514508;223.93201654;104.07104895;No;21.041666667;85.692283998
Brunswick_North Carolina;4.3368655387;36.669761986;8.9009318409;141.43283686;82.960283171;No;15.73330623;79.163366543
Buncombe_North Carolina;4.4488530123;27.575174606;13.550029677;263.28126391;87.329411281;Yes;15.501668957;79.476570371
Burke_North Carolina;4.5270855271;41.019018549;15.306524406;178.6921112;101.04993345;No;14.218841428;85.635435353
Cabarrus_North Carolina;4.1016724564;28.257761238;10.764422838;117.17978764;67.949617745;Yes;14.480345444;83.272326023
Caldwell_North Carolina;4.4171852019;32.824654118;13.13705509;168.59878412;85.989157037;Yes;14.018691589;83.398558187
Camden_North Carolina;3.5100662589;35.190495698;11.518525629;63.005864392;86.829004747;No;14.756258235;91.914335664
Carteret_North Carolina;4.4549572219;32.675598863;14.515894905;130.17694422;87.526716003;Yes;15.609673601;79.519151053
Caswell_North Carolina;4.9456199078;39.897579143;17.023134003;254.8408878;90.616804189;No;14.755043228;80.9702694
Catawba_North Carolina;4.3958401649;30.209394454;14.444678798;266.68302495;85.512555323;No;13.472032742;84.754782313
Chatham_North Carolina;5.5016022217;32.349789241;9.4126766607;164.75522081;63.114365515;Yes;14.558960074;78.566448657
Cherokee_North Carolina;4.2286770982;30.362694301;13.617631249;213.40790345;103.25095071;No;13.408876298;81.638246041
Chowan_North Carolina;4.7054855614;51.661129568;15.991100605;453.967053;87.281795511;Yes;20.787929589;81.271028037
Clay_North Carolina;4.2683057189;30.877010898;17.407237746;243.71953506;98.408749095;No;20.044052863;84.205585543
Cleveland_North Carolina;4.7794217792;43.425921589;18.426253809;188.18501787;94.957567768;No;15.29835803;84.95391996
Columbus_North Carolina;5.5716144892;47.055912914;8.6717989558;388.2797052;105.52916346;No;17.6778005;86.79958236
Craven_North Carolina;4.1118535989;36.720299758;11.890376529;249.10825062;84.285970533;No;15.163219537;80.971055885
Cumberland_North Carolina;4.2794074074;41.771074079;9.1401810306;548.41665569;74.463077196;No;16.482530882;80.112316291
Currituck_North Carolina;3.7388362652;24.667385832;12.011313883;171.1885662;67.047919542;Yes;15.860215054;83.596318212
Dare_North Carolina;3.6415760282;30.536714833;15.293070849;246.60566913;72.53344129;No;16.666666667;78.94154731
Davidson_North Carolina;4.2142959942;31.957240889;11.035252174;180.91306088;80.850474039;Yes;15.241057543;85.185392629
Davie_North Carolina;4.3813644071;25.692444051;10.710970414;148.27159435;88.90588404;No;11.160290863;82.002364574
Duplin_North Carolina;4.68367737;41.95809048;10.683579508;235.79104503;66.300276307;No;17.156527683;77.211080059
Durham_North Carolina;4.8542320405;43.561274738;10.580904733;665.93156185;56.280917039;No;17.926277215;76.764467907
Edgecombe_North Carolina;5.1057615846;58.836416748;12.378558836;481.02109825;85.327383811;No;19.976218787;82.458478085
Forsyth_North Carolina;4.9422129312;37.211136891;10.766841359;575.57255429;69.492363977;No;16.633497434;83.858677876
